id,Month,Avg,Max,Min
749fb1fb-78a2-43cc-a9e6-0594d8be5519,9,"22,7","32,1","13,3"
749fb1fb-78a2-43cc-a9e6-0594d8be5519,10,"15,6","24,2","8,0"
749fb1fb-78a2-43cc-a9e6-0594d8be5519,11,"9,4","16,5","3,7"
749fb1fb-78a2-43cc-a9e6-0594d8be5519,12,"5,4","11,8","0,3"
e49419c6-0022-4c14-b3be-8bde13a47ab2,1,"13,3","20,0","8,3"
e49419c6-0022-4c14-b3be-8bde13a47ab2,2,"13,2","19,8","8,6"
e49419c6-0022-4c14-b3be-8bde13a47ab2,3,"13,2","20,4","8,1"
e49419c6-0022-4c14-b3be-8bde13a47ab2,4,"13,0","20,6","6,5"
e49419c6-0022-4c14-b3be-8bde13a47ab2,5,"11,9","20,8","3,8"
e49419c6-0022-4c14-b3be-8bde13a47ab2,6,"11,1","20,8","1,8"
e49419c6-0022-4c14-b3be-8bde13a47ab2,7,"11,0","21,4","1,4"
e49419c6-0022-4c14-b3be-8bde13a47ab2,8,"12,5","21,9","3,0"
e49419c6-0022-4c14-b3be-8bde13a47ab2,9,"13,5","21,9","5,3"
e49419c6-0022-4c14-b3be-8bde13a47ab2,10,"14,0","21,8","6,9"
e49419c6-0022-4c14-b3be-8bde13a47ab2,11,"14,6","21,6","8,2"
e49419c6-0022-4c14-b3be-8bde13a47ab2,12,"13,3","20,3","8,0"
b893d102-fb92-4032-9117-5826ef4cf1aa,1,"7,0","12,4","2,0"
b893d102-fb92-4032-9117-5826ef4cf1aa,2,"7,8","13,2","2,6"
b893d102-fb92-4032-9117-5826ef4cf1aa,3,"11,4","17,0","6,8"
b893d102-fb92-4032-9117-5826ef4cf1aa,4,"15,5","20,5","11,5"
b893d102-fb92-4032-9117-5826ef4cf1aa,5,"19,2","23,7","14,5"
b893d102-fb92-4032-9117-5826ef4cf1aa,6,"22,3","26,5","18,9"
b893d102-fb92-4032-9117-5826ef4cf1aa,7,"26,3","31,6","23,7"
b893d102-fb92-4032-9117-5826ef4cf1aa,8,"27,4","31,7","24,4"
b893d102-fb92-4032-9117-5826ef4cf1aa,9,"24,3","28,6","22,2"
b893d102-fb92-4032-9117-5826ef4cf1aa,10,"19,2","24,6","15,8"
b893d102-fb92-4032-9117-5826ef4cf1aa,11,"14,4","19,5","10,2"
b893d102-fb92-4032-9117-5826ef4cf1aa,12,"9,2","14,3","4,1"
5c81761c-2753-4c1c-b724-f0a7f923540d,1,"25,4","31,2","21,1"
5c81761c-2753-4c1c-b724-f0a7f923540d,2,"24,7","30,4","20,0"
5c81761c-2753-4c1c-b724-f0a7f923540d,3,"22,4","28,0","18,2"
5c81761c-2753-4c1c-b724-f0a7f923540d,4,"19,1","24,4","15,3"
5c81761c-2753-4c1c-b724-f0a7f923540d,5,"14,8","19,5","10,9"
5c81761c-2753-4c1c-b724-f0a7f923540d,6,"12,4","17,9","8,3"
5c81761c-2753-4c1c-b724-f0a7f923540d,7,"11,7","16,4","7,7"
5c81761c-2753-4c1c-b724-f0a7f923540d,8,"13,5","19,0","9,1"
5c81761c-2753-4c1c-b724-f0a7f923540d,9,"15,5","21,1","11,4"
5c81761c-2753-4c1c-b724-f0a7f923540d,10,"17,9","23,6","13,7"
5c81761c-2753-4c1c-b724-f0a7f923540d,11,"21,5","28,0","17,1"
5c81761c-2753-4c1c-b724-f0a7f923540d,12,"23,9","29,8","19,1"
252e5f0f-bc45-4a80-9c12-c0262cf2b733,1,"24,5","31,6","18,4"
252e5f0f-bc45-4a80-9c12-c0262cf2b733,2,"22,8","30,0","17,0"
252e5f0f-bc45-4a80-9c12-c0262cf2b733,3,"21,1","28,6","15,3"
252e5f0f-bc45-4a80-9c12-c0262cf2b733,4,"18,2","25,1","13,2"
252e5f0f-bc45-4a80-9c12-c0262cf2b733,5,"13,9","20,9","7,9"
252e5f0f-bc45-4a80-9c12-c0262cf2b733,6,"11,1","19,3","4,2"
252e5f0f-bc45-4a80-9c12-c0262cf2b733,7,"10,8","19,2","3,7"
252e5f0f-bc45-4a80-9c12-c0262cf2b733,8,"13,7","22,6","5,4"
252e5f0f-bc45-4a80-9c12-c0262cf2b733,9,"16,3","25,1","8,9"
252e5f0f-bc45-4a80-9c12-c0262cf2b733,10,"18,7","27,0","11,8"
252e5f0f-bc45-4a80-9c12-c0262cf2b733,11,"22,0","30,0","15,4"
252e5f0f-bc45-4a80-9c12-c0262cf2b733,12,"24,0","31,7","17,3"
8836b237-a5c2-49ac-ab48-2b705d4c56f6,1,"23,9","28,4","20,2"
8836b237-a5c2-49ac-ab48-2b705d4c56f6,2,"23,5","27,6","20,0"
8836b237-a5c2-49ac-ab48-2b705d4c56f6,3,"22,3","26,5","18,9"
8836b237-a5c2-49ac-ab48-2b705d4c56f6,4,"19,6","24,0","15,6"
8836b237-a5c2-49ac-ab48-2b705d4c56f6,5,"16,4","21,1","12,1"
8836b237-a5c2-49ac-ab48-2b705d4c56f6,6,"13,8","18,3","9,7"
8836b237-a5c2-49ac-ab48-2b705d4c56f6,7,"13,6","18,6","9,0"
8836b237-a5c2-49ac-ab48-2b705d4c56f6,8,"14,7","19,8","9,8"
8836b237-a5c2-49ac-ab48-2b705d4c56f6,9,"17,0","22,2","12,1"
8836b237-a5c2-49ac-ab48-2b705d4c56f6,10,"19,3","24,2","14,9"
8836b237-a5c2-49ac-ab48-2b705d4c56f6,11,"20,9","25,5","16,9"
8836b237-a5c2-49ac-ab48-2b705d4c56f6,12,"22,7","27,5","18,7"
0517a59d-8d92-4687-9aaa-323ba211f28e,1,"20,0","22,9","17,9"
0517a59d-8d92-4687-9aaa-323ba211f28e,2,"21,0","24,1","18,6"
0517a59d-8d92-4687-9aaa-323ba211f28e,3,"20,9","24,3","18,2"
0517a59d-8d92-4687-9aaa-323ba211f28e,4,"22,7","25,5","20,0"
0517a59d-8d92-4687-9aaa-323ba211f28e,5,"24,4","27,7","22,1"
0517a59d-8d92-4687-9aaa-323ba211f28e,6,"27,0","30,1","24,3"
0517a59d-8d92-4687-9aaa-323ba211f28e,7,"29,3","32,9","26,2"
0517a59d-8d92-4687-9aaa-323ba211f28e,8,"28,9","32,7","25,8"
0517a59d-8d92-4687-9aaa-323ba211f28e,9,"27,4","31,4","24,3"
0517a59d-8d92-4687-9aaa-323ba211f28e,10,"24,5","28,0","21,5"
0517a59d-8d92-4687-9aaa-323ba211f28e,11,"22,0","25,0","19,0"
0517a59d-8d92-4687-9aaa-323ba211f28e,12,"20,5","23,5","18,0"
784d64bc-ad12-4648-8094-07151548001d,1,"2,5","4,7","0,5"
784d64bc-ad12-4648-8094-07151548001d,2,"5,0","7,9","2,5"
784d64bc-ad12-4648-8094-07151548001d,3,"7,0","12,3","3,6"
784d64bc-ad12-4648-8094-07151548001d,4,"12,0","16,7","7,8"
784d64bc-ad12-4648-8094-07151548001d,5,"16,2","20,6","12,2"
784d64bc-ad12-4648-8094-07151548001d,6,"21,6","26,6","16,9"
784d64bc-ad12-4648-8094-07151548001d,7,"23,3","28,2","18,7"
784d64bc-ad12-4648-8094-07151548001d,8,"23,0","27,8","18,7"
784d64bc-ad12-4648-8094-07151548001d,9,"18,0","22,3","14,3"
784d64bc-ad12-4648-8094-07151548001d,10,"12,7","16,1","10,0"
784d64bc-ad12-4648-8094-07151548001d,11,"7,3","9,7","5,2"
784d64bc-ad12-4648-8094-07151548001d,12,"3,9","6,0","2,0"
472a370a-f213-4bdd-bef7-e00aa2eb2ca4,1,"6,1","8,9","3,2"
472a370a-f213-4bdd-bef7-e00aa2eb2ca4,2,"6,0","9,0","3,2"
472a370a-f213-4bdd-bef7-e00aa2eb2ca4,3,"8,3","12,0","5,1"
472a370a-f213-4bdd-bef7-e00aa2eb2ca4,4,"13,2","17,7","9,1"
472a370a-f213-4bdd-bef7-e00aa2eb2ca4,5,"18,5","23,2","14,3"
472a370a-f213-4bdd-bef7-e00aa2eb2ca4,6,"25,2","30,3","20,1"
472a370a-f213-4bdd-bef7-e00aa2eb2ca4,7,"27,4","31,9","22,9"
472a370a-f213-4bdd-bef7-e00aa2eb2ca4,8,"27,1","32,0","22,0"
472a370a-f213-4bdd-bef7-e00aa2eb2ca4,9,"23,0","27,3","18,5"
472a370a-f213-4bdd-bef7-e00aa2eb2ca4,10,"17,0","20,4","13,5"
472a370a-f213-4bdd-bef7-e00aa2eb2ca4,11,"11,9","14,6","8,9"
472a370a-f213-4bdd-bef7-e00aa2eb2ca4,12,"8,2","10,5","5,8"
8fbef9b4-80b6-4ef5-9196-d92d4fb81e25,1,"-3,0","-1,4","-5,8"
8fbef9b4-80b6-4ef5-9196-d92d4fb81e25,2,"-1,8","0,6","-4,7"
8fbef9b4-80b6-4ef5-9196-d92d4fb81e25,3,"2,3","6,5","-1,9"
8fbef9b4-80b6-4ef5-9196-d92d4fb81e25,4,"7,7","12,8","2,3"
8fbef9b4-80b6-4ef5-9196-d92d4fb81e25,5,"13,4","18,9","7,0"
8fbef9b4-80b6-4ef5-9196-d92d4fb81e25,6,"18,7","24,0","12,3"
8fbef9b4-80b6-4ef5-9196-d92d4fb81e25,7,"19,0","24,1","13,6"
8fbef9b4-80b6-4ef5-9196-d92d4fb81e25,8,"19,3","24,8","13,4"
8fbef9b4-80b6-4ef5-9196-d92d4fb81e25,9,"13,7","18,8","8,7"
8fbef9b4-80b6-4ef5-9196-d92d4fb81e25,10,"7,5","11,1","4,0"
8fbef9b4-80b6-4ef5-9196-d92d4fb81e25,11,"2,3","4,1","0,2"
8fbef9b4-80b6-4ef5-9196-d92d4fb81e25,12,"-0,9","0,6","-3,0"
99337dc9-9aff-4695-8c40-f5737939bedd,1,"28,7","34,3","22,8"
99337dc9-9aff-4695-8c40-f5737939bedd,2,"28,1","33,5","22,2"
99337dc9-9aff-4695-8c40-f5737939bedd,3,"28,0","33,6","21,7"
99337dc9-9aff-4695-8c40-f5737939bedd,4,"27,0","32,9","20,6"
99337dc9-9aff-4695-8c40-f5737939bedd,5,"24,3","29,8","17,0"
99337dc9-9aff-4695-8c40-f5737939bedd,6,"23,3","30,6","15,7"
99337dc9-9aff-4695-8c40-f5737939bedd,7,"24,4","31,0","15,8"
99337dc9-9aff-4695-8c40-f5737939bedd,8,"26,6","33,4","17,8"
99337dc9-9aff-4695-8c40-f5737939bedd,9,"28,6","35,7","20,6"
99337dc9-9aff-4695-8c40-f5737939bedd,10,"29,9","36,6","23,1"
99337dc9-9aff-4695-8c40-f5737939bedd,11,"29,7","35,5","23,3"
99337dc9-9aff-4695-8c40-f5737939bedd,12,"29,3","34,6","23,3"
3dcec783-933e-4928-b50a-65b7050f50ff,1,"6,2","9,8","2,5"
3dcec783-933e-4928-b50a-65b7050f50ff,2,"9,2","14,0","4,7"
3dcec783-933e-4928-b50a-65b7050f50ff,3,"11,4","16,5","6,2"
3dcec783-933e-4928-b50a-65b7050f50ff,4,"15,2","20,7","9,0"
3dcec783-933e-4928-b50a-65b7050f50ff,5,"19,1","24,4","13,3"
3dcec783-933e-4928-b50a-65b7050f50ff,6,"25,1","31,1","18,3"
3dcec783-933e-4928-b50a-65b7050f50ff,7,"28,9","35,4","21,5"
3dcec783-933e-4928-b50a-65b7050f50ff,8,"28,6","34,8","21,4"
3dcec783-933e-4928-b50a-65b7050f50ff,9,"22,9","28,7","16,8"
3dcec783-933e-4928-b50a-65b7050f50ff,10,"17,5","23,3","12,2"
3dcec783-933e-4928-b50a-65b7050f50ff,11,"12,3","16,1","8,6"
3dcec783-933e-4928-b50a-65b7050f50ff,12,"8,4","11,5","5,6"
2fdfc5be-fe93-4c81-8a14-a0f17ca22b60,1,"26,5","32,0","22,1"
2fdfc5be-fe93-4c81-8a14-a0f17ca22b60,2,"26,9","32,6","22,5"
2fdfc5be-fe93-4c81-8a14-a0f17ca22b60,3,"27,7","33,2","22,5"
2fdfc5be-fe93-4c81-8a14-a0f17ca22b60,4,"27,4","33,1","22,3"
2fdfc5be-fe93-4c81-8a14-a0f17ca22b60,5,"26,5","33,1","20,8"
2fdfc5be-fe93-4c81-8a14-a0f17ca22b60,6,"25,5","32,4","19,0"
2fdfc5be-fe93-4c81-8a14-a0f17ca22b60,7,"24,7","31,9","18,2"
2fdfc5be-fe93-4c81-8a14-a0f17ca22b60,8,"26,6","33,5","19,4"
2fdfc5be-fe93-4c81-8a14-a0f17ca22b60,9,"29,3","36,3","21,6"
2fdfc5be-fe93-4c81-8a14-a0f17ca22b60,10,"29,9","36,9","24,0"
2fdfc5be-fe93-4c81-8a14-a0f17ca22b60,11,"27,4","33,4","22,9"
2fdfc5be-fe93-4c81-8a14-a0f17ca22b60,12,"27,5","32,7","22,5"
7953a021-a4c4-4fbf-b5a8-92467f8280ed,1,"24,0","28,9","20,3"
7953a021-a4c4-4fbf-b5a8-92467f8280ed,2,"24,3","29,4","20,5"
7953a021-a4c4-4fbf-b5a8-92467f8280ed,3,"24,3","29,6","20,3"
7953a021-a4c4-4fbf-b5a8-92467f8280ed,4,"24,2","29,1","20,4"
7953a021-a4c4-4fbf-b5a8-92467f8280ed,5,"25,0","30,0","20,4"
7953a021-a4c4-4fbf-b5a8-92467f8280ed,6,"24,7","29,8","19,8"
7953a021-a4c4-4fbf-b5a8-92467f8280ed,7,"24,3","29,5","18,9"
7953a021-a4c4-4fbf-b5a8-92467f8280ed,8,"24,7","30,2","19,3"
7953a021-a4c4-4fbf-b5a8-92467f8280ed,9,"25,1","30,9","19,9"
7953a021-a4c4-4fbf-b5a8-92467f8280ed,10,"24,7","30,1","20,1"
7953a021-a4c4-4fbf-b5a8-92467f8280ed,11,"23,9","28,8","20,0"
7953a021-a4c4-4fbf-b5a8-92467f8280ed,12,"23,9","28,6","20,0"
9226cd83-fc8a-417b-99c0-f46db4cf4d5d,1,"25,0","31,6","20,1"
9226cd83-fc8a-417b-99c0-f46db4cf4d5d,2,"25,6","32,1","21,1"
9226cd83-fc8a-417b-99c0-f46db4cf4d5d,3,"25,3","31,3","21,2"
9226cd83-fc8a-417b-99c0-f46db4cf4d5d,4,"24,8","30,4","21,0"
9226cd83-fc8a-417b-99c0-f46db4cf4d5d,5,"24,7","29,8","21,1"
9226cd83-fc8a-417b-99c0-f46db4cf4d5d,6,"23,9","28,7","20,8"
9226cd83-fc8a-417b-99c0-f46db4cf4d5d,7,"23,6","28,0","20,8"
9226cd83-fc8a-417b-99c0-f46db4cf4d5d,8,"23,6","28,3","20,6"
9226cd83-fc8a-417b-99c0-f46db4cf4d5d,9,"23,6","28,7","20,5"
9226cd83-fc8a-417b-99c0-f46db4cf4d5d,10,"23,8","29,2","20,4"
9226cd83-fc8a-417b-99c0-f46db4cf4d5d,11,"24,6","30,2","20,8"
9226cd83-fc8a-417b-99c0-f46db4cf4d5d,12,"24,8","31,1","20,2"
b83e6115-b517-4e85-b1d9-fecf35d3993c,1,"6,2","8,7","3,5"
b83e6115-b517-4e85-b1d9-fecf35d3993c,2,"6,4","9,1","3,8"
b83e6115-b517-4e85-b1d9-fecf35d3993c,3,"7,8","10,8","4,9"
b83e6115-b517-4e85-b1d9-fecf35d3993c,4,"9,4","13,0","5,8"
b83e6115-b517-4e85-b1d9-fecf35d3993c,5,"11,9","15,8","8,0"
b83e6115-b517-4e85-b1d9-fecf35d3993c,6,"14,2","17,8","10,6"
b83e6115-b517-4e85-b1d9-fecf35d3993c,7,"16,2","19,5","12,9"
b83e6115-b517-4e85-b1d9-fecf35d3993c,8,"15,8","19,1","12,5"
b83e6115-b517-4e85-b1d9-fecf35d3993c,9,"13,8","17,3","10,4"
b83e6115-b517-4e85-b1d9-fecf35d3993c,10,"11,0","14,1","7,9"
b83e6115-b517-4e85-b1d9-fecf35d3993c,11,"8,0","11,0","5,1"
b83e6115-b517-4e85-b1d9-fecf35d3993c,12,"6,3","9,0","3,6"
d1fdface-d3c3-45fe-b7ec-ecf1aebec736,1,"-5,5","0,2","-11,0"
d1fdface-d3c3-45fe-b7ec-ecf1aebec736,2,"-6,9","-1,5","-12,3"
d1fdface-d3c3-45fe-b7ec-ecf1aebec736,3,"-1,6","4,2","-7,4"
d1fdface-d3c3-45fe-b7ec-ecf1aebec736,4,"4,6","10,9","-1,7"
d1fdface-d3c3-45fe-b7ec-ecf1aebec736,5,"10,9","17,4","4,4"
d1fdface-d3c3-45fe-b7ec-ecf1aebec736,6,"15,3","21,6","9,0"
d1fdface-d3c3-45fe-b7ec-ecf1aebec736,7,"18,2","24,8","11,6"
d1fdface-d3c3-45fe-b7ec-ecf1aebec736,8,"17,5","24,2","10,8"
d1fdface-d3c3-45fe-b7ec-ecf1aebec736,9,"12,3","18,4","6,0"
d1fdface-d3c3-45fe-b7ec-ecf1aebec736,10,"5,4","11,5","-0,6"
d1fdface-d3c3-45fe-b7ec-ecf1aebec736,11,"-1,0","4,6","-6,4"
d1fdface-d3c3-45fe-b7ec-ecf1aebec736,12,"-6,0","-0,8","-11,2"
c2ee230d-f1b2-4831-bf1a-36469bc6eb98,1,"-2,0","1,8","-5,9"
c2ee230d-f1b2-4831-bf1a-36469bc6eb98,2,"-2,9","0,9","-6,4"
c2ee230d-f1b2-4831-bf1a-36469bc6eb98,3,"0,0","3,9","-3,8"
c2ee230d-f1b2-4831-bf1a-36469bc6eb98,4,"5,2","8,9","1,6"
c2ee230d-f1b2-4831-bf1a-36469bc6eb98,5,"9,9","14,3","5,7"
c2ee230d-f1b2-4831-bf1a-36469bc6eb98,6,"14,9","19,4","10,6"
c2ee230d-f1b2-4831-bf1a-36469bc6eb98,7,"19,5","23,7","15,3"
c2ee230d-f1b2-4831-bf1a-36469bc6eb98,8,"20,1","24,1","16,1"
c2ee230d-f1b2-4831-bf1a-36469bc6eb98,9,"17,0","21,0","13,1"
c2ee230d-f1b2-4831-bf1a-36469bc6eb98,10,"11,8","15,3","8,1"
c2ee230d-f1b2-4831-bf1a-36469bc6eb98,11,"6,1","9,3","2,6"
c2ee230d-f1b2-4831-bf1a-36469bc6eb98,12,"1,1","4,4","-2,2"
9b29ecd2-a840-4fc2-b55e-85a2a99d67b0,1,"22,1","25,3","18,9"
9b29ecd2-a840-4fc2-b55e-85a2a99d67b0,2,"21,5","25,3","18,5"
9b29ecd2-a840-4fc2-b55e-85a2a99d67b0,3,"21,6","25,6","18,4"
9b29ecd2-a840-4fc2-b55e-85a2a99d67b0,4,"22,4","26,4","19,2"
9b29ecd2-a840-4fc2-b55e-85a2a99d67b0,5,"23,2","26,8","19,8"
9b29ecd2-a840-4fc2-b55e-85a2a99d67b0,6,"24,4","27,6","21,4"
9b29ecd2-a840-4fc2-b55e-85a2a99d67b0,7,"25,6","28,8","22,5"
9b29ecd2-a840-4fc2-b55e-85a2a99d67b0,8,"26,8","30,2","23,6"
9b29ecd2-a840-4fc2-b55e-85a2a99d67b0,9,"27,5","30,8","24,5"
9b29ecd2-a840-4fc2-b55e-85a2a99d67b0,10,"26,8","30,4","23,9"
9b29ecd2-a840-4fc2-b55e-85a2a99d67b0,11,"25,2","28,5","22,1"
9b29ecd2-a840-4fc2-b55e-85a2a99d67b0,12,"23,3","26,5","20,3"
0949dd9a-c23e-45c7-b1cf-bdd110a760c8,1,"5,2","7,6","2,7"
0949dd9a-c23e-45c7-b1cf-bdd110a760c8,2,"6,8","9,5","4,2"
0949dd9a-c23e-45c7-b1cf-bdd110a760c8,3,"8,1","11,3","4,9"
0949dd9a-c23e-45c7-b1cf-bdd110a760c8,4,"9,4","13,2","5,6"
0949dd9a-c23e-45c7-b1cf-bdd110a760c8,5,"12,8","16,8","8,5"
0949dd9a-c23e-45c7-b1cf-bdd110a760c8,6,"15,6","19,5","11,5"
0949dd9a-c23e-45c7-b1cf-bdd110a760c8,7,"17,7","21,6","13,7"
0949dd9a-c23e-45c7-b1cf-bdd110a760c8,8,"17,4","21,1","13,9"
0949dd9a-c23e-45c7-b1cf-bdd110a760c8,9,"15,2","18,9","11,7"
0949dd9a-c23e-45c7-b1cf-bdd110a760c8,10,"12,0","14,9","9,1"
0949dd9a-c23e-45c7-b1cf-bdd110a760c8,11,"8,4","10,7","6,1"
0949dd9a-c23e-45c7-b1cf-bdd110a760c8,12,"6,8","8,7","4,8"
4f691336-e290-4fb8-8f6f-041744450398,1,"1,4","5,2","-1,6"
4f691336-e290-4fb8-8f6f-041744450398,2,"4,3","9,4","0,2"
4f691336-e290-4fb8-8f6f-041744450398,3,"7,7","13,2","2,9"
4f691336-e290-4fb8-8f6f-041744450398,4,"11,1","16,9","5,6"
4f691336-e290-4fb8-8f6f-041744450398,5,"15,8","21,5","10,3"
4f691336-e290-4fb8-8f6f-041744450398,6,"20,8","26,9","14,9"
4f691336-e290-4fb8-8f6f-041744450398,7,"23,4","30,2","16,7"
4f691336-e290-4fb8-8f6f-041744450398,8,"22,9","30,0","16,4"
4f691336-e290-4fb8-8f6f-041744450398,9,"18,1","25,0","12,2"
4f691336-e290-4fb8-8f6f-041744450398,10,"13,0","19,8","7,8"
4f691336-e290-4fb8-8f6f-041744450398,11,"7,8","12,7","4,1"
4f691336-e290-4fb8-8f6f-041744450398,12,"3,5","6,9","0,7"
222fef61-1cb1-492a-af39-3244dd5eaf73,1,"2,9","6,1","-0,1"
222fef61-1cb1-492a-af39-3244dd5eaf73,2,"6,0","10,4","2,5"
222fef61-1cb1-492a-af39-3244dd5eaf73,3,"8,8","13,7","4,7"
222fef61-1cb1-492a-af39-3244dd5eaf73,4,"13,7","19,4","8,6"
222fef61-1cb1-492a-af39-3244dd5eaf73,5,"18,1","23,5","13,4"
222fef61-1cb1-492a-af39-3244dd5eaf73,6,"22,9","28,2","18,0"
222fef61-1cb1-492a-af39-3244dd5eaf73,7,"25,2","30,8","19,8"
222fef61-1cb1-492a-af39-3244dd5eaf73,8,"25,1","31,2","19,7"
222fef61-1cb1-492a-af39-3244dd5eaf73,9,"20,0","25,9","15,3"
222fef61-1cb1-492a-af39-3244dd5eaf73,10,"14,3","19,9","10,4"
222fef61-1cb1-492a-af39-3244dd5eaf73,11,"8,8","12,9","5,7"
222fef61-1cb1-492a-af39-3244dd5eaf73,12,"4,6","8,0","2,0"
43bf31e6-e12e-4752-abdf-87472616ead1,1,"8,5","14,2","3,0"
43bf31e6-e12e-4752-abdf-87472616ead1,2,"10,7","16,4","5,1"
43bf31e6-e12e-4752-abdf-87472616ead1,3,"16,3","21,8","10,8"
43bf31e6-e12e-4752-abdf-87472616ead1,4,"19,5","25,0","13,9"
43bf31e6-e12e-4752-abdf-87472616ead1,5,"24,2","29,2","19,2"
43bf31e6-e12e-4752-abdf-87472616ead1,6,"28,7","33,8","23,9"
43bf31e6-e12e-4752-abdf-87472616ead1,7,"31,0","36,2","26,0"
43bf31e6-e12e-4752-abdf-87472616ead1,8,"30,8","36,2","25,8"
43bf31e6-e12e-4752-abdf-87472616ead1,9,"27,4","32,9","22,3"
43bf31e6-e12e-4752-abdf-87472616ead1,10,"21,2","27,1","15,6"
43bf31e6-e12e-4752-abdf-87472616ead1,11,"14,8","20,4","9,4"
43bf31e6-e12e-4752-abdf-87472616ead1,12,"11,3","16,8","5,9"
8ffa36b1-c3eb-4d2d-bc8b-8768f6ecfff1,1,"9,9","14,3","6,5"
8ffa36b1-c3eb-4d2d-bc8b-8768f6ecfff1,2,"11,2","15,6","7,5"
8ffa36b1-c3eb-4d2d-bc8b-8768f6ecfff1,3,"15,7","20,1","12,3"
8ffa36b1-c3eb-4d2d-bc8b-8768f6ecfff1,4,"20,2","25,0","16,5"
8ffa36b1-c3eb-4d2d-bc8b-8768f6ecfff1,5,"24,1","28,7","20,6"
8ffa36b1-c3eb-4d2d-bc8b-8768f6ecfff1,6,"26,8","31,3","23,8"
8ffa36b1-c3eb-4d2d-bc8b-8768f6ecfff1,7,"28,8","34,0","24,9"
8ffa36b1-c3eb-4d2d-bc8b-8768f6ecfff1,8,"28,6","34,3","24,8"
8ffa36b1-c3eb-4d2d-bc8b-8768f6ecfff1,9,"27,2","32,9","22,8"
8ffa36b1-c3eb-4d2d-bc8b-8768f6ecfff1,10,"21,7","27,3","17,3"
8ffa36b1-c3eb-4d2d-bc8b-8768f6ecfff1,11,"16,7","21,9","12,7"
8ffa36b1-c3eb-4d2d-bc8b-8768f6ecfff1,12,"10,8","15,8","6,8"
f69c75d8-329c-4769-bda1-ea15a27dcc33,1,"-0,1","3,3","-2,5"
f69c75d8-329c-4769-bda1-ea15a27dcc33,2,"2,4","6,9","-0,9"
f69c75d8-329c-4769-bda1-ea15a27dcc33,3,"5,6","10,5","1,0"
f69c75d8-329c-4769-bda1-ea15a27dcc33,4,"8,7","14,2","3,4"
f69c75d8-329c-4769-bda1-ea15a27dcc33,5,"11,8","16,4","7,1"
f69c75d8-329c-4769-bda1-ea15a27dcc33,6,"18,3","24,0","12,5"
f69c75d8-329c-4769-bda1-ea15a27dcc33,7,"18,6","23,9","13,3"
f69c75d8-329c-4769-bda1-ea15a27dcc33,8,"18,2","23,6","13,2"
f69c75d8-329c-4769-bda1-ea15a27dcc33,9,"14,1","19,5","9,7"
f69c75d8-329c-4769-bda1-ea15a27dcc33,10,"10,3","15,5","6,4"
f69c75d8-329c-4769-bda1-ea15a27dcc33,11,"4,1","7,6","1,6"
f69c75d8-329c-4769-bda1-ea15a27dcc33,12,"1,1","3,8","-1,2"
c3963b0a-b8da-4320-aa9d-bead15d4b37a,1,"11,0","16,8","6,8"
c3963b0a-b8da-4320-aa9d-bead15d4b37a,2,"11,1","17,4","6,4"
c3963b0a-b8da-4320-aa9d-bead15d4b37a,3,"14,8","21,0","9,0"
c3963b0a-b8da-4320-aa9d-bead15d4b37a,4,"18,6","26,4","12,5"
c3963b0a-b8da-4320-aa9d-bead15d4b37a,5,"22,6","30,2","16,2"
c3963b0a-b8da-4320-aa9d-bead15d4b37a,6,"27,2","34,6","20,6"
c3963b0a-b8da-4320-aa9d-bead15d4b37a,7,"30,8","38,4","24,0"
c3963b0a-b8da-4320-aa9d-bead15d4b37a,8,"29,5","37,6","22,8"
c3963b0a-b8da-4320-aa9d-bead15d4b37a,9,"26,3","34,1","20,3"
c3963b0a-b8da-4320-aa9d-bead15d4b37a,10,"21,6","28,9","16,4"
c3963b0a-b8da-4320-aa9d-bead15d4b37a,11,"17,0","23,4","12,4"
c3963b0a-b8da-4320-aa9d-bead15d4b37a,12,"13,3","19,4","9,2"
33713397-dcba-460c-bca2-651bdd80fe0f,1,"22,1","27,8","18,0"
33713397-dcba-460c-bca2-651bdd80fe0f,2,"22,1","28,0","17,8"
33713397-dcba-460c-bca2-651bdd80fe0f,3,"22,8","29,2","18,1"
33713397-dcba-460c-bca2-651bdd80fe0f,4,"23,1","29,5","18,4"
33713397-dcba-460c-bca2-651bdd80fe0f,5,"22,8","28,5","18,8"
33713397-dcba-460c-bca2-651bdd80fe0f,6,"22,3","27,9","18,7"
33713397-dcba-460c-bca2-651bdd80fe0f,7,"22,4","27,9","18,7"
33713397-dcba-460c-bca2-651bdd80fe0f,8,"22,4","28,1","18,5"
33713397-dcba-460c-bca2-651bdd80fe0f,9,"22,0","28,0","18,1"
33713397-dcba-460c-bca2-651bdd80fe0f,10,"21,6","27,2","18,0"
33713397-dcba-460c-bca2-651bdd80fe0f,11,"21,7","27,0","18,2"
33713397-dcba-460c-bca2-651bdd80fe0f,12,"22,2","27,8","18,2"
9f3ce859-f274-4359-a24d-e16bc30c2b1c,1,"22,4","25,7","19,7"
9f3ce859-f274-4359-a24d-e16bc30c2b1c,2,"23,5","27,7","20,2"
9f3ce859-f274-4359-a24d-e16bc30c2b1c,3,"24,0","28,7","20,4"
9f3ce859-f274-4359-a24d-e16bc30c2b1c,4,"25,9","29,8","22,6"
9f3ce859-f274-4359-a24d-e16bc30c2b1c,5,"26,9","30,7","23,8"
